Location,Country,County,CSV,Grid Reference,Latitude,Longitude,Elevation
HAWKSHEAD-ESTHWAITE-LODGE,England,Lancashire,HAWKSHEAD-ESTHWAITE-LODGE.csv,SD354967,54.362,-2.996,232
HAWKSHEAD-ESTHWAITE-LODGE,England,Lancashire,HAWKSHEAD-ESTHWAITE-LODGE-2.csv,SD358964,54.360,-2.988,254
HAWKSHEAD-STRICKLAND-EASE,England,Lancashire,HAWKSHEAD-STRICKLAND-EASE.csv,SD358964,54.359,-2.989,230
HAWKSHEAD-STRICKLAND-EASE,England,Lancashire,HAWKSHEAD-STRICKLAND-EASE-2.csv,SD358964,54.359,-2.989,230
HAYDON-BRIDGE-SHAFTOE-TRUST-SCHOOL,England,Northumberland,HAYDON-BRIDGE-SHAFTOE-TRUST-SCHOOL.csv,NY844639,54.969,-2.245,240
HAYWARDS-HEATH-ASYLUM,England,Sussex,HAYWARDS-HEATH-ASYLUM.csv,TQ337228,50.989,-0.096,281
HAZELBOROUGH-WOODS,England,Northamptonshire,HAZELBOROUGH-WOODS.csv,SP654427,52.079,-1.047,441
HEADINGLEY,England,Yorkshire West Riding,HEADINGLEY.csv,SE280360,53.820,-1.575,282
HEADLEY-THE-HURST,England,Surrey-stayed-Surrey,HEADLEY-THE-HURST.csv,TQ207560,51.290,-0.270,420
HEATHFIELD-THE-WHITE-COTTAGE,England,Sussex,HEATHFIELD-THE-WHITE-COTTAGE.csv,TQ604210,50.966,0.283,500
HEATHFIELD-THE-WHITE-COTTAGE,England,Sussex,HEATHFIELD-THE-WHITE-COTTAGE-2.csv,TQ604210,50.966,0.283,500
HEATHFIELD-THE-WHITE-COTTAGE,England,Sussex,HEATHFIELD-THE-WHITE-COTTAGE-3.csv,TQ604210,50.966,0.283,500
HEATHFIELD-TOTTINGWORTH-PARK,England,Sussex,HEATHFIELD-TOTTINGWORTH-PARK.csv,TQ6195022760,50.981,0.306,500
HECKFIELD-PARK-CORNER,England,Hampshire,HECKFIELD-PARK-CORNER.csv,SU715627,51.359,-0.975,257
HEDINGHAM-CASTLE,England,Essex,HEDINGHAM-CASTLE.csv,TL788359,51.993,0.603,269
HEDNESFORD-SCOUT-HOUSE,England,Staffordshire,HEDNESFORD-SCOUT-HOUSE.csv,SK014121,52.707,-1.981,770
HEDNESFORD-SCOUT-HOUSE,England,Staffordshire,HEDNESFORD-SCOUT-HOUSE-2.csv,SK014121,52.707,-1.981,702
HEDSOR-BOURNE-END,England,Buckinghamshire,HEDSOR-BOURNE-END.csv,SU907859,51.565,-0.692,156
HELENSBURGH-WATER-WORKS,Scotland,Dunbartonshire,HELENSBURGH-WATER-WORKS.csv,NS303836,56.015,-4.724,300
HELENSBURGH-WATER-WORKS,Scotland,Dunbartonshire,HELENSBURGH-WATER-WORKS-2.csv,NS303836,56.015,-4.724,293
HELENSBURGH-WATER-WORKS,Scotland,Dunbartonshire,HELENSBURGH-WATER-WORKS-3.csv,NS303836,56.015,-4.724,293
HELENSLEA-CHILDS-HILL,England,Middlesex-stayed-Middlesex,HELENSLEA-CHILDS-HILL.csv,TQ252871,51.569,-0.195,245
HELENSLEA-CHILDS-HILL,England,Middlesex-stayed-Middlesex,HELENSLEA-CHILDS-HILL-2.csv,TQ252871,51.569,-0.195,245
HELLYAR-HOLM,Scotland,Orkney,HELLYAR-HOLM.csv,HY484153,59.022,-2.900,35
HELMSDALE,Scotland,Sutherland,HELMSDALE.csv,ND026156,58.118,-3.655,34
HELTONDALE-KIDMOOR,England,Westmorland,HELTONDALE-KIDMOOR.csv,NY482197,54.570,-2.803,1025
HELVELLYN-BIRKSIDE,England,Cumberland,HELVELLYN-BIRKSIDE.csv,NY337133,54.511,-3.026,1800
HELVELLYN-BIRKSIDE,England,Cumberland,HELVELLYN-BIRKSIDE-2.csv,NY337133,54.511,-3.026,1900
HELVELLYN-BIRKSIDE,England,Cumberland,HELVELLYN-BIRKSIDE-3.csv,NY337133,54.511,-3.026,1900
HELVELLYN-BROWN-COVE,England,Cumberland,HELVELLYN-BROWN-COVE.csv,NY333189,54.561,-3.033,1100
HELVELLYN-BROWN-RIGG,England,Cumberland,HELVELLYN-BROWN-RIGG.csv,NY309148,54.524,-3.069,1400
HELVELLYN-BROWN-RIGG,England,Cumberland,HELVELLYN-BROWN-RIGG-2.csv,NY309148,54.524,-3.069,1430
HELVELLYN-HILL-TOP-GILL,England,Cumberland,HELVELLYN-HILL-TOP-GILL.csv,NY317121,54.500,-3.056,1025
HELVELLYN-WHITESIDE,England,Cumberland,HELVELLYN-WHITESIDE.csv,NY329170,54.544,-3.039,2100
HEMEL-HEMPSTEAD-APSLEY-MILLS,England,Hertfordshire,HEMEL-HEMPSTEAD-APSLEY-MILLS.csv,TL062051,51.735,-0.464,260
HENDON-CENTRAL-SCHOOL,England,Middlesex-stayed-Middlesex,HENDON-CENTRAL-SCHOOL.csv,TQ236890,51.586,-0.217,200
HENDRE,Wales,Merionethshire,HENDRE.csv,SH605386,52.927,-4.077,80
HENLEY-IN-ARDEN-BARRELLS-PARK,England,Warwickshire,HENLEY-IN-ARDEN-BARRELLS-PARK.csv,SP124665,52.296,-1.820,318
HENLEY-ON-THAMES-GREENLANDS,England,Buckinghamshire,HENLEY-ON-THAMES-GREENLANDS.csv,SU775854,51.562,-0.883,116
HENLEY-ON-THAMES-GREYS-GREEN,England,Oxfordshire,HENLEY-ON-THAMES-GREYS-GREEN.csv,SU723834,51.545,-0.959,370
HENLEY-ON-THAMES-GREYS-LANE-WW,England,Oxfordshire,HENLEY-ON-THAMES-GREYS-LANE-WW.csv,SU757823,51.535,-0.909,123
HENLEY-ON-THAMES-HART-STREET,England,Oxfordshire,HENLEY-ON-THAMES-HART-STREET.csv,SU761825,51.536,-0.904,110
HENLEY-ON-THAMES-HART-STREET,England,Oxfordshire,HENLEY-ON-THAMES-HART-STREET-2.csv,SU761825,51.536,-0.904,116
HEREFORD-BELMONT,England,Herefordshire,HEREFORD-BELMONT.csv,SO479379,52.037,-2.761,291
HEREFORD-BREINTON-COURT,England,Herefordshire,HEREFORD-BREINTON-COURT.csv,SO470396,52.052,-2.774,238
HEREFORD-BURGHILL,England,Herefordshire,HEREFORD-BURGHILL.csv,SO482433,52.086,-2.757,275
HEREFORD-BURGHILL,England,Herefordshire,HEREFORD-BURGHILL-2.csv,SO482433,52.086,-2.757,275
HEREFORD-BURGHILL,England,Herefordshire,HEREFORD-BURGHILL-3.csv,SO482433,52.086,-2.757,310
HEREFORD-BURGHILL,England,Herefordshire,HEREFORD-BURGHILL-4.csv,SO485453,52.104,-2.752,340
HEREFORD-BURGHILL,England,Herefordshire,HEREFORD-BURGHILL-5.csv,SO475442,52.094,-2.767,293
HEREFORD-HAGLEY-PARK,England,Herefordshire,HEREFORD-HAGLEY-PARK.csv,SO562409,52.066,-2.640,298
HEREFORD-HOLMER-HALL,England,Herefordshire,HEREFORD-HOLMER-HALL.csv,SO504421,52.075,-2.725,241
HEREFORD-INFIRMARY,England,Herefordshire,HEREFORD-INFIRMARY.csv,SO513394,52.051,-2.710,160
HEREFORD-KINGTON-TITLEY,England,Herefordshire,HEREFORD-KINGTON-TITLEY.csv,SO332602,52.236,-2.979,590
HEREFORD-KINGTON-TITLEY,England,Herefordshire,HEREFORD-KINGTON-TITLEY-COTTAGE1.csv,SO332602,52.236,-2.979,590
HEREFORD-KINGTON-TITLEY,England,Herefordshire,HEREFORD-KINGTON-TITLEY-COTTAGE2.csv,SO332602,52.236,-2.979,590
HEREFORD-LAWSON,England,Herefordshire,HEREFORD-LAWSON-UNRELIABLE-LUNAR-MONTHS.csv,SO514397,52.054,-2.709,181
HEREFORD-POOL-COTTAGE,England,Herefordshire,HEREFORD-POOL-COTTAGE.csv,SO481311,51.977,-2.757,340
HEREFORD-RICHMOND-PLACE,England,Herefordshire,HEREFORD-RICHMOND-PLACE.csv,SO508404,52.060,-2.719,188
HERNE-BAY-WW,England,Kent-stayed-Kent,HERNE-BAY-WW.csv,TR186679,51.368,1.139,122
HERRINGFLEET-HOUSE,England,Suffolk,HERRINGFLEET-HOUSE.csv,TM463986,52.530,1.630,55
HERTFORD,England,Hertfordshire,HERTFORD-2.csv,TL323126,51.796,-0.083,120
HERTFORD-HAILEYBURY-COLLEGE,England,Hertfordshire,HERTFORD-HAILEYBURY-COLLEGE.csv,TL3589310711,51.779,-0.032,270
HERTFORD-MARDEN-HILL-TEWIN,England,Hertfordshire,HERTFORD-MARDEN-HILL-TEWIN.csv,TL279140,51.810,-0.146,257
HERTFORD-SEWAGE-WORKS,England,Hertfordshire,HERTFORD-SEWAGE-WORKS.csv,TL338133,51.802,-0.061,121
HESSLE-SANDFORD,England,Yorkshire East Riding,HESSLE-SANDFORD.csv,TA026262,53.722,-0.447,90
HESSLE-SANDFORD,England,Yorkshire East Riding,HESSLE-SANDFORD-2.csv,TA028268,53.727,-0.443,50
HEVERSHAM-PLUMTREE-HALL,England,Westmorland,HEVERSHAM-PLUMTREE-HALL.csv,SD496836,54.246,-2.775,120
HEVINGHAM-RIPPON-HALL,England,Norfolk,HEVINGHAM-RIPPON-HALL.csv,TG210225,52.755,1.274,90
HEXHAM-BEAUFRONT-CASTLE,England,Northumberland,HEXHAM-BEAUFRONT-CASTLE.csv,NY963659,54.988,-2.059,400
HEXHAM-PARKEND,England,Northumberland,HEXHAM-PARKEND.csv,NY871757,55.076,-2.202,276
HEXHAM-RES,England,Northumberland,HEXHAM-RES.csv,NY931632,54.963,-2.109,325
HEXHAM-WIDEHAUGH-NURSERY,England,Northumberland,HEXHAM-WIDEHAUGH-NURSERY.csv,NY964641,54.972,-2.058,120
HEYSHAM-HARBOUR,England,Lancashire,HEYSHAM-HARBOUR.csv,SD401600,54.032,-2.916,36
HIGH-CROSS-MOOR,England,Lancashire,HIGH-CROSS-MOOR.csv,SD541576,54.012,-2.702,963
HIGH-WICKHAM-HASTINGS,England,Sussex,HIGH-WICKHAM-HASTINGS.csv,TQ829099,50.860,0.597,212
HIGH-WYCOMBE-EASTON-ST,England,Buckinghamshire,HIGH-WYCOMBE-EASTON-ST.csv,SU869929,51.629,-0.745,253
HIGH-WYCOMBE-EASTON-ST,England,Buckinghamshire,HIGH-WYCOMBE-EASTON-ST-2.csv,SU869929,51.629,-0.745,253
HIGH-WYCOMBE-EASTON-ST,England,Buckinghamshire,HIGH-WYCOMBE-EASTON-ST-3.csv,SU867928,51.627,-0.748,-999999
HIGH-WYCOMBE-ST-MARYS,England,Buckinghamshire,HIGH-WYCOMBE-ST-MARYS.csv,SU865927,51.627,-0.752,228
HIGHAM-WW,England,Kent-stayed-Kent,HIGHAM-WW.csv,TQ715722,51.423,0.465,141
HIGHER-SWINESHAW,England,Cheshire,HIGHER-SWINESHAW.csv,SK009992,53.490,-1.988,1168
HIGHER-SWINESHAW,England,Cheshire,HIGHER-SWINESHAW-2.csv,SK006996,53.493,-1.992,965
HIGHFIELD-SHREWSBURY,England,Shropshire,HIGHFIELD-SHREWSBURY.csv,SJ511119,52.703,-2.725,250
HIGHGATE-NORTH-HILL,England,Middlesex-stayed-Middlesex,HIGHGATE-NORTH-HILL.csv,TQ278884,51.580,-0.157,309
HIGHGATE-NORTH-HILL,England,Middlesex-stayed-Middlesex,HIGHGATE-NORTH-HILL-2.csv,TQ282878,51.574,-0.151,400
HIGHGATE-NURSERIES,England,Middlesex-became-London,HIGHGATE-NURSERIES.csv,TQ282870,51.567,-0.152,366
HIGHWORTH-HANNINGTON-HALL,England,Wiltshire,HIGHWORTH-HANNINGTON-HALL.csv,SU175931,51.637,-1.744,400
HILDENBOROUGH-HOLLANDEN-HOUSE,England,Kent-stayed-Kent,HILDENBOROUGH-HOLLANDEN-HOUSE.csv,TQ560498,51.226,0.233,100
HILLINGTON-SCHOOL,England,Norfolk,HILLINGTON-SCHOOL.csv,TF721254,52.799,0.551,78
HILTON-PUMPING-STATION,England,Shropshire,HILTON-PUMPING-STATION.csv,SO776960,52.561,-2.332,168
HINGHAM,England,Norfolk,HINGHAM.csv,TG022022,52.580,0.983,-999999
HITCHIN,England,Hertfordshire,HITCHIN.csv,TL189291,51.948,-0.271,238
HITCHIN-BANCROFT,England,Hertfordshire,HITCHIN-BANCROFT.csv,TL184292,51.949,-0.279,215
HITCHIN-BANCROFT,England,Hertfordshire,HITCHIN-BANCROFT-2.csv,TL184292,51.949,-0.279,215
HITCHIN-BANCROFT,England,Hertfordshire,HITCHIN-BANCROFT-3.csv,TL193289,51.946,-0.266,300
HITCHIN-HIGH-DOWN,England,Hertfordshire,HITCHIN-HIGH-DOWN.csv,TL144305,51.961,-0.336,422
HITCHIN-PRESTON,England,Hertfordshire,HITCHIN-PRESTON.csv,TL180240,51.902,-0.286,484
HITCHIN-THE-MAPLES,England,Hertfordshire,HITCHIN-THE-MAPLES.csv,TL181293,51.950,-0.283,220
HOCKERING,England,Norfolk,HOCKERING.csv,TG076132,52.677,1.069,145
HOCKLIFFE-LYNDHURST,England,Bedfordshire,HOCKLIFFE-LYNDHURST.csv,SP973267,51.930,-0.586,350
HOCKLIFFE-LYNDHURST,England,Bedfordshire,HOCKLIFFE-LYNDHURST-2.csv,SP970269,51.932,-0.591,241
HODDESDON-FEILDES-WEIR,England,Hertfordshire,HODDESDON-FEILDES-WEIR.csv,TL392092,51.764,0.016,95
HODDESDON-FEILDES-WEIR,England,Hertfordshire,HODDESDON-FEILDES-WEIR-2.csv,TL392092,51.764,0.016,82
HODDESDON-HIGH-ST,England,Hertfordshire,HODDESDON-HIGH-ST.csv,TL373087,51.760,-0.012,147
HODDESDON-HIGH-ST,England,Hertfordshire,HODDESDON-HIGH-ST-2.csv,TL372085,51.758,-0.014,130
HOLBEACH-MANOR-FARM,England,Lincolnshire,HOLBEACH-MANOR-FARM.csv,TF355241,52.797,0.008,10
HOLKHAM-HALL-NORFOLK,England,Norfolk,HOLKHAM-HALL-NORFOLK.csv,TF884429,52.950,0.803,39
HOLKHAM-HALL-NORFOLK,England,Norfolk,HOLKHAM-HALL-NORFOLK-2.csv,TF884429,52.950,0.803,39
HOLMBRIDGE-BILBERRY-RES,England,Yorkshire West Riding,HOLMBRIDGE-BILBERRY-RES.csv,SE100070,53.560,-1.850,820
HOLMBRIDGE-BILBERRY-RES,England,Yorkshire West Riding,HOLMBRIDGE-BILBERRY-RES-2.csv,SE102068,53.558,-1.847,970
HOLMBRIDGE-YATEHOLME-FARM,England,Yorkshire West Riding,HOLMBRIDGE-YATEHOLME-FARM.csv,SE113048,53.540,-1.830,917
HOLMBRIDGE-YATEHOLME-FARM,England,Yorkshire West Riding,HOLMBRIDGE-YATEHOLME-FARM-2.csv,SE116051,53.542,-1.826,861
HOLMBRIDGE-YATEHOLME-FARM,England,Yorkshire West Riding,HOLMBRIDGE-YATEHOLME-FARM-3.csv,SE116051,53.542,-1.826,861
HOLMBRIDGE-YATEHOLME-RES,England,Yorkshire West Riding,HOLMBRIDGE-YATEHOLME-RES.csv,SE111043,53.535,-1.834,1009
HOLME-ON-SPALDING-MOOR,England,Yorkshire East Riding,HOLME-ON-SPALDING-MOOR.csv,SE815389,53.840,-0.763,35
HOLME-ON-SPALDING-MOOR,England,Yorkshire East Riding,HOLME-ON-SPALDING-MOOR-2.csv,SE813382,53.834,-0.766,30
HOLME-ON-SPALDING-MOOR-SAND-HILL,England,Yorkshire East Riding,HOLME-ON-SPALDING-MOOR-SAND-HILL.csv,SE794361,53.815,-0.796,33
HOLME-STYES-RES,England,Yorkshire West Riding,HOLME-STYES-RES.csv,SE141055,53.546,-1.788,830
HOLMFIRTH-BOSHAW-WHAMS-RES,England,Yorkshire West Riding,HOLMFIRTH-BOSHAW-WHAMS-RES.csv,SE151058,53.549,-1.774,930
HOLT-LETHERINGSETT-HALL,England,Norfolk,HOLT-LETHERINGSETT-HALL.csv,TG060389,52.908,1.062,50
HOLY-ISLAND-PILLAR-ROCK,Scotland,Bute,HOLY-ISLAND-PILLAR-ROCK.csv,NS064286,55.513,-5.068,46
HOLY-ISLAND-PILLAR-ROCK,Scotland,Bute,HOLY-ISLAND-PILLAR-ROCK-2.csv,NS068290,55.516,-5.062,68
HOLY-LOCH-ARDNADAM,Scotland,Argyll,HOLY-LOCH-ARDNADAM.csv,NS172803,55.980,-4.932,25
HOLY-LOCH-ARDNADAM,Scotland,Argyll,HOLY-LOCH-ARDNADAM-2.csv,NS170801,55.979,-4.935,66
HOLYHEAD,Wales,Anglesey,HOLYHEAD.csv,SH245830,53.315,-4.635,44
HOLYHEAD,Wales,Anglesey,HOLYHEAD-2.csv,SH310758,53.252,-4.535,32
HOLYHEAD-SALT-ISLAND,Wales,Anglesey,HOLYHEAD-SALT-ISLAND.csv,SH246831,53.316,-4.634,48
HOLYHEAD-SALT-ISLAND,Wales,Anglesey,HOLYHEAD-SALT-ISLAND-2.csv,SH253833,53.318,-4.624,15
HOLYHEAD-SALT-ISLAND,Wales,Anglesey,HOLYHEAD-SALT-ISLAND-3.csv,SH253833,53.318,-4.624,25
HOLYHEAD-SALT-ISLAND,Wales,Anglesey,HOLYHEAD-SALT-ISLAND-4.csv,SH253833,53.318,-4.624,26
HOLYHEAD-SALT-ISLAND,Wales,Anglesey,HOLYHEAD-SALT-ISLAND-5.csv,SH253833,53.318,-4.624,26
HOLYHEAD-SALT-ISLAND,Wales,Anglesey,HOLYHEAD-SALT-ISLAND-6.csv,SH253833,53.318,-4.624,26
HOLYWELL-MAES-Y-DRE,Wales,Flintshire,HOLYWELL-MAES-Y-DRE.csv,SJ188757,53.272,-3.219,370
HONINGHAM-HALL,England,Norfolk,HONINGHAM-HALL.csv,TG111122,52.667,1.121,110
HONINGHAM-HALL,England,Norfolk,HONINGHAM-HALL-2.csv,TG111122,52.667,1.121,110
HOOTON-WW,England,Cheshire,HOOTON-WW.csv,SJ351778,53.293,-2.975,97
HORKSTOW,England,Lincolnshire,HORKSTOW.csv,SE985184,53.653,-0.511,75
HORNCASTLE,England,Lincolnshire,HORNCASTLE.csv,TF263698,53.210,-0.110,110
HORNCASTLE,England,Lincolnshire,HORNCASTLE-2.csv,TF251695,53.208,-0.128,120
HORNCASTLE-BUCKNALL,England,Lincolnshire,HORNCASTLE-BUCKNALL.csv,TF166686,53.202,-0.256,50
HORNCASTLE-HEMINGBY,England,Lincolnshire,HORNCASTLE-HEMINGBY.csv,TF238744,53.252,-0.146,158
HORNCASTLE-LINC,England,Lincolnshire,HORNCASTLE-LINC.csv,TF260696,53.209,-0.115,95
HORNCASTLE-QUEEN-STREET,England,Lincolnshire,HORNCASTLE-QUEEN-STREET.csv,TF262694,53.207,-0.112,100
HORNCASTLE-REVESBY,England,Lincolnshire,HORNCASTLE-REVESBY.csv,TF303634,53.152,-0.053,135
HORNCHURCH,England,Essex,HORNCHURCH.csv,TQ517869,51.561,0.188,46
HORNCHURCH,England,Essex,HORNCHURCH-2.csv,TQ537875,51.565,0.216,44
HORNSEA-TOWN-HALL,England,Yorkshire East Riding,HORNSEA-TOWN-HALL.csv,TA207482,53.916,-0.164,30
HORNSEY-HIGH-STREET,England,Middlesex-stayed-Middlesex,HORNSEY-HIGH-STREET.csv,TQ307894,51.588,-0.115,97
HORSHAM-CHRISTS-HOSPITAL,England,Sussex,HORSHAM-CHRISTS-HOSPITAL.csv,TQ150289,51.048,-0.361,160
HORSHAM-LEONARDS-LEE,England,Sussex,HORSHAM-LEONARDS-LEE.csv,TQ221259,51.020,-0.261,365
HORSHAM-MANOR-HOUSE,England,Sussex,HORSHAM-MANOR-HOUSE.csv,TQ171305,51.062,-0.330,140
HORSHAM-WIMBLEHURST,England,Sussex,HORSHAM-WIMBLEHURST.csv,TQ179320,51.075,-0.318,195
HORSLEY-TOWERS,England,Surrey-stayed-Surrey,HORSLEY-TOWERS.csv,TQ098530,51.266,-0.428,285
HORTON-HALL-BRADFORD,England,Yorkshire West Riding,HORTON-HALL-BRADFORD.csv,SE157321,53.786,-1.762,460
HORTON-PARK-HYTHE,England,Kent-stayed-Kent,HORTON-PARK-HYTHE.csv,TR127398,51.118,1.038,280
HOUGHTON-LE-SPRING-MYRE-HALL,England,Durham,HOUGHTON-LE-SPRING-MYRE-HALL.csv,NZ343498,54.842,-1.467,261
HOVINGHAM,England,Yorkshire North Riding,HOVINGHAM.csv,SE665757,54.173,-0.983,119
HOWICK-HALL,England,Northumberland,HOWICK-HALL.csv,NU247173,55.450,-1.611,121
HOY-CANTICKHEAD,Scotland,Orkney,HOY-CANTICKHEAD.csv,ND346893,58.786,-3.133,68
HOY-GRAEMSAY-SOUND-EAST,Scotland,Orkney,HOY-GRAEMSAY-SOUND-EAST.csv,HY268061,58.935,-3.273,40
HOY-GRAEMSAY-SOUND-WEST,Scotland,Orkney,HOY-GRAEMSAY-SOUND-WEST.csv,HY246065,58.939,-3.312,29
HOYLAKE-RECREATION-GROUND,England,Cheshire,HOYLAKE-RECREATION-GROUND.csv,SJ216888,53.390,-3.180,29
HOYLAKE-RECREATION-GROUND,England,Cheshire,HOYLAKE-RECREATION-GROUND-2.csv,SJ218888,53.390,-3.177,23
HUDDERSFIELD-CEMETERY,England,Yorkshire West Riding,HUDDERSFIELD-CEMETERY.csv,SE137174,53.653,-1.794,400
HUDDERSFIELD-DALTON,England,Yorkshire West Riding,HUDDERSFIELD-DALTON.csv,SE158169,53.649,-1.761,350
HUDDERSFIELD-DALTON,England,Yorkshire West Riding,HUDDERSFIELD-DALTON-2.csv,SE158169,53.649,-1.761,350
HUDDERSFIELD-DALTON,England,Yorkshire West Riding,HUDDERSFIELD-DALTON-3.csv,SE122172,53.652,-1.816,300
HUDDERSFIELD-GOLCAR,England,Yorkshire West Riding,HUDDERSFIELD-GOLCAR.csv,SE101153,53.634,-1.849,400
HUGGATE,England,Yorkshire East Riding,HUGGATE.csv,SE882555,53.988,-0.656,490
HULL-BAKER-STREET,England,Yorkshire East Riding,HULL-BAKER-STREET.csv,TA094291,53.747,-0.343,10
HULL-BEVERLEY-ROAD,England,Yorkshire East Riding,HULL-BEVERLEY-ROAD.csv,TA090296,53.751,-0.348,12
HULL-DERRINGHAM,England,Yorkshire East Riding,HULL-DERRINGHAM.csv,TA083293,53.749,-0.359,14
HULL-MANOR-HOUSE-STREET,England,Yorkshire East Riding,HULL-MANOR-HOUSE-STREET.csv,TA094281,53.738,-0.343,30
HULL-PEARSON-PARK,England,Yorkshire East Riding,HULL-PEARSON-PARK.csv,TA084302,53.757,-0.357,6
HULL-SPRINGHEAD,England,Yorkshire East Riding,HULL-SPRINGHEAD.csv,TA042294,53.751,-0.421,12
HUNCOAT-BURNLEY-ROAD-RES,England,Lancashire,HUNCOAT-BURNLEY-ROAD-RES.csv,SD774296,53.763,-2.344,640
HUNCOAT-BURNLEY-ROAD-RES,England,Lancashire,HUNCOAT-BURNLEY-ROAD-RES-2.csv,SD774296,53.763,-2.344,640
HUNCOAT-BURNLEY-ROAD-RES,England,Lancashire,HUNCOAT-BURNLEY-ROAD-RES-3.csv,SD772296,53.763,-2.344,613
HUNGERFORD-DENFORD-PARK,England,Berkshire,HUNGERFORD-DENFORD-PARK.csv,SU361692,51.421,-1.482,430
HUNMANBY-WOLD-NEWTON,England,Yorkshire East Riding,HUNMANBY-WOLD-NEWTON.csv,TA045731,54.143,-0.402,195
HUNSTANTON,England,Norfolk,HUNSTANTON.csv,TF690418,52.947,0.515,60
HUNTERS-HILL-NR-HALIFAX,England,Yorkshire West Riding,HUNTERS-HILL-NR-HALIFAX.csv,SE050295,53.762,-1.925,1250
HUNTINGDON,England,Huntingdonshire,HUNTINGDON.csv,TL240716,52.328,-0.182,52
HUNTINGDON-BRAMPTON,England,Huntingdonshire,HUNTINGDON-BRAMPTON.csv,TL208702,52.317,-0.229,39
HUNTINGDON-HINCHINGBROOKE,England,Huntingdonshire,HUNTINGDON-HINCHINGBROOKE.csv,TL224715,52.328,-0.205,74
HUNTLY-CRUCHIE,Scotland,Aberdeenshire,HUNTLY-CRUCHIE.csv,NJ582425,57.471,-2.699,375
HUNTLY-UNION-BANK,Scotland,Aberdeenshire,HUNTLY-UNION-BANK.csv,NJ529399,57.447,-2.786,405
HURST-BROOK-VALLEY,England,Derbyshire,HURST-BROOK-VALLEY.csv,SK077924,53.428,-1.886,1500
HURSTPIERPOINT-DANNY-PARK,England,Sussex,HURSTPIERPOINT-DANNY-PARK.csv,TQ284149,50.919,-0.175,-999999
HURSTPIERPOINT-THE-COLLEGE,England,Sussex,HURSTPIERPOINT-THE-COLLEGE.csv,TQ290176,50.943,-0.165,101
HURWORTH-BURN-RES,England,Durham,HURWORTH-BURN-RES.csv,NZ409333,54.693,-1.367,357
HYDE-CHESHIRE,England,Cheshire,HYDE-CHESHIRE.csv,SJ944953,53.455,-2.085,320
HYSKEIR,Scotland,Inverness,HYSKEIR.csv,NM155961,56.968,-6.683,31
HYTHE,England,Kent-stayed-Kent,HYTHE.csv,TR163345,51.069,1.086,12
HYTHE-HILLHURST-FARM,England,Kent-stayed-Kent,HYTHE-HILLHURST-FARM.csv,TR132369,51.092,1.043,280
HYTHE-PADDLESWORTH,England,Kent-stayed-Kent,HYTHE-PADDLESWORTH.csv,TR197398,51.115,1.138,608
HYTHE-SANDLING-PARK,England,Kent-stayed-Kent,HYTHE-SANDLING-PARK.csv,TR142368,51.090,1.057,268
HYTHE-SANDLING-PARK,England,Kent-stayed-Kent,HYTHE-SANDLING-PARK-2.csv,TR142368,51.090,1.057,268
ILDERTON-LILBURN-TOWER,England,Northumberland,ILDERTON-LILBURN-TOWER.csv,NU023243,55.512,-1.965,300
ILDERTON-LILBURN-TOWER,England,Northumberland,ILDERTON-LILBURN-TOWER-2.csv,NU026243,55.513,-1.960,250
ILFRACOMBE-HOTEL,England,Devon,ILFRACOMBE-HOTEL.csv,SS518478,51.210,-4.123,24
ILFRACOMBE-HOTEL,England,Devon,ILFRACOMBE-HOTEL-2.csv,SS518478,51.210,-4.123,24
ILFRACOMBE-RES,England,Devon,ILFRACOMBE-RES.csv,SS522445,51.181,-4.116,395
ILKLEY-MIDDLETON,England,Yorkshire West Riding,ILKLEY-MIDDLETON.csv,SE109490,53.938,-1.834,513
ILMINSTER-ILTON-VICARAGE,England,Somerset,ILMINSTER-ILTON-VICARAGE.csv,ST352174,50.952,-2.924,104
ILMINSTER-ILTON-VICARAGE,England,Somerset,ILMINSTER-ILTON-VICARAGE-2.csv,ST352174,50.952,-2.924,104
ILMINSTER-WHITE-LACKINGTON,England,Somerset,ILMINSTER-WHITE-LACKINGTON.csv,ST380155,50.936,-2.884,136
ILMINSTER-WHITE-LACKINGTON,England,Somerset,ILMINSTER-WHITE-LACKINGTON-2.csv,ST380155,50.933,-2.884,200
INAGH-MOUNT-CALLAN,Ireland/Republic of Ireland,Clare,INAGH-MOUNT-CALLAN.csv,IR1654877375,52.841,-9.239,480
INCHKEITH,Scotland,Fife,INCHKEITH.csv,NT293828,56.033,-3.136,190
INGLEBY-MANOR,England,Yorkshire North Riding,INGLEBY-MANOR.csv,NZ587057,54.443,-1.096,440
INKPEN-WILLOWS,England,Berkshire,INKPEN-WILLOWS.csv,SU380647,51.380,-1.455,475
INNERLEITHEN-GLEN,Scotland,Peeblesshire,INNERLEITHEN-GLEN.csv,NT299331,55.586,-3.114,750
INNERLEITHEN-LEITHEN-LODGE,Scotland,Peeblesshire,INNERLEITHEN-LEITHEN-LODGE.csv,NT320427,55.673,-3.083,700
INVERARAY-CASTLE-GDNS,Scotland,Argyll,INVERARAY-CASTLE-GDNS.csv,NN089099,56.243,-5.086,40
INVERESK,Scotland,Midlothian (Edinburgh),INVERESK.csv,NT351726,55.942,-3.040,60
INVERGARRY,Scotland,Inverness,INVERGARRY.csv,NH316009,57.068,-4.779,130
