Block Id,BlockType,TextType,Confidence,Top,Left,Polygon Points,Text
[47f605f2-e9a8-4216-9ba9-945b14742cd9],WORD,PRINTED,99.572,0.93656,0.03487,4,[Total]
[d0538a4a-1ee7-4252-bd1f-48ffed8fa8c9],WORD,PRINTED,66.883,0.93655,0.06951,4,[from]
[4f9fc3ad-67f6-41d8-9cf2-b815cd2c8974],WORD,PRINTED,96.798,0.94485,0.04697,4,[Jan.]
[88a8137c-54f9-483d-a73a-0fead7666cb9],WORD,PRINTED,74.364,0.93707,0.11312,4,[31.25]
[21309123-6770-4523-a31a-907d78837213],WORD,PRINTED,19.704,0.96769,0.03266,4,[EXPERIENCE]
[e3fc1306-3fc2-487e-987d-cc85408d4853],WORD,PRINTED,37.418,0.96476,0.36189,4,[EDWARD]
[3fbe6d29-24ca-404d-abe8-a22b33d08384],WORD,PRINTED,52.435,0.96531,0.41845,4,[STATFORD]
[61ce7b45-dc98-4a88-968a-6d64b66c18d1],WORD,PRINTED,23.088,0.96556,0.48721,4,[Creative]
[93816328-48e7-4a4f-9402-71240ccf7df6],WORD,PRINTED,22.438,0.96545,0.53580,4,[Chest]
[43dd23e5-c3cb-4e7d-8e40-9386c117c7cf],WORD,PRINTED,21.166,0.96554,0.57076,4,[N/W]
[52e7d1a2-c118-4abb-aba9-39a9779d29b4],WORD,PRINTED,95.625,0.96640,0.85783,4,[PRICE]
[516f6d38-3e3c-45f9-9bdd-73aa0a5e5ee8],WORD,PRINTED,24.433,0.96641,0.89465,4,[if]
